Wavenumber,ACBCM_KMS0007_ATR_20241126_01,ACBCM_KMS0008_ATR_20241126_01,ACBCM_KMS0009_ATR_20241126_01,ACBCM_KMS0010_ATR_20241127_01,ACBCM_KMS0013_ATR_20241128_01,ACBCM_KMS0014_ATR_20241129_01,ACBCM_KMS0016_ATR_20241129_01,ACBCM_KMS0017_ATR_20241129_01,ACBCM_KMS0018_ATR_20241129_01,ACBCM_KMS0025_ATR_20241129_01,ACBCM_KMS0026_ATR_20241129_01,ACBCM_KMS0027_ATR_20241129_01,ACBCM_KMS0028_ATR_20241129_01,ACBCM_KMS0029_ATR_20241129_01,ACBCM_KMS0030_ATR_20241130_01,ACBCM_KMS0031_ATR_20241130_01,ACBCM_KMS0032_ATR_20250117_01,ACBCM_KMS0033_ATR_20250117_01
4000.1220853326,0.6086361203304549,0.7586541636422665,0.7799883756181984,0.8449120496002057,0.7767493982507001,0.9670171284067782,0.9400414221903001,0.9258152009470841,0.9775829246830229,0.852242705248982,0.9535896202036985,0.9592117477944919,0.9524750152745121,0.9484046653992646,0.6170409168644038,0.9916415776591672,0.7776864079562072,0.8803292052487003
3999.63996865364,0.6086621132082009,0.7587371131510918,0.7800468082180176,0.8448427382516933,0.7766896135283156,0.9669357803885658,0.9399011324363741,0.9257860657049483,0.977690958226801,0.8522912876783847,0.9536589647393012,0.9592971611638138,0.9525360394931077,0.94845369797208,0.6171352348894781,0.9916334139020939,0.7776435288176338,0.8803240403476369
3999.15785197468,0.6087015243789325,0.7588092773549064,0.780093068359348,0.8448280217962907,0.7767226230409999,0.9668984470506464,0.9397421306909832,0.9257579110003757,0.977805668791714,0.8523889979186053,0.953680797253213,0.9593816943441085,0.952602611454649,0.9484999777486491,0.6171656658255075,0.9916446800526802,0.7776121839199515,0.8803127425471549
3998.67573529572,0.6087422897880367,0.7588636499281236,0.7801155046280848,0.844882143394613,0.7768470828167661,0.9668776783163403,0.9395746849699538,0.9257215789758965,0.9779099987218465,0.8525184614257707,0.9536282013541032,0.9594570934724391,0.9526758568182266,0.9485370811744767,0.6170846789070062,0.9916622046558446,0.7776026846714816,0.8802847902607311
3998.19361861676,0.608776443293421,0.7588938862934078,0.7801054128056208,0.845015098050416,0.7770303453891585,0.9668490392228828,0.9394025352405551,0.9256625782237032,0.9779927042347892,0.8526548964866444,0.9534905109792031,0.9595191372832769,0.9527524290419638,0.9485638077627669,0.616870555723945,0.9916694078509151,0.7776197763919696,0.8802320822729814
3997.7115019378,0.6088013192906552,0.758892948139099,0.7800592265502561,0.84522906957656,0.7772214834747113,0.9668006531527122,0.9392220438240181,0.9255614512382478,0.9780492547207379,0.8527700884673736,0.9532749813527399,0.9595662933830659,0.9528227045635517,0.948583815506616,0.6165374521753965,0.9916507428553437,0.7776619061928196,0.880153133270707
3997.22938525884,0.6088199819086574,0.7588555936465986,0.7799805443408345,0.8455149506546916,0.777376391032075,0.9667368553177411,0.9390262519749842,0.9254005913177487,0.9780808188385188,0.8528404826795662,0.9530024134059459,0.9595975034498717,0.952873699412794,0.948603104342575,0.6161312213520851,0.991597050247264,0.7777233054143393,0.8800546332100784
3996.74726857988,0.608841577859828,0.7587826472205943,0.7798816270399043,0.8458505277014208,0.7774720311468315,0.966674359587549,0.9388103028413396,0.9251701412225792,0.9780922721898153,0.8528512021147049,0.9527025740034385,0.9596105208693934,0.9528927530798968,0.9486278593564323,0.6157204850438883,0.9915070267831978,0.7777970605532417,0.879950136753566
3996.26515190092,0.6088797986354274,0.7586866167048413,0.7797829627743412,0.8462011588223428,0.7775152061054927,0.9666333817323446,0.9385799569123847,0.9248777108630226,0.9780899529160176,0.8528018248083068,0.9524090433900247,0.9596020231845171,0.9528733628045095,0.9486614919363483,0.6153779222563265,0.9913883919844046,0.7778784640851548,0.8798558135989987
3995.78303522196,0.6089475984481846,0.7585917094045419,0.7797075731823047,0.8465265342253742,0.7775332960422152,0.9666263629395737,0.9383549327102664,0.9245509387798885,0.9780798396408692,0.8527064803489538,0.9521544422293668,0.9595697879667684,0.9528183563690084,0.948703080529826,0.6151586753279036,0.9912551812502087,0.7779663023743695,0.8797845927494887
